State,Account_Length,Area_Code,International_Plan,VMail_Plan,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,International_Mins,International_calls,CustServ_Calls,Churn
3,60,415,0,0,0.27937411095305836,88,0.49628814957382456,69,0.5389994620763852,69,0.4650000000000001,2,2,0
17,54,408,0,0,0.4546230440967284,99,0.7258729722298598,64,0.24878967186659495,70,0.485,7,2,0
7,11,415,0,1,0.5422475106685634,86,0.6051690954083035,122,0.4225389994620764,80,0.30000000000000004,3,3,0
47,109,415,0,0,0.523470839260313,120,0.33104206763816335,119,0.35099515868746634,86,0.55,3,0,0
44,90,415,0,0,0.7448079658605975,128,0.6065438548254055,104,0.3050026896180742,91,0.48,5,1,0
39,115,408,0,0,0.42076813655761025,109,0.6279901017321969,117,0.7436793975255513,90,0.48,9,3,0
35,144,415,0,1,0.3027027027027027,109,0.29722298597745395,113,0.4981172673480366,111,0.505,5,1,0
33,91,408,0,0,0.3803698435277382,75,0.536981028320044,87,0.692038730500269,89,0.29500000000000004,2,0,0
28,105,415,0,1,0.55049786628734,85,0.605444047291724,90,0.6702528240989779,111,0.42500000000000004,5,0,0
33,71,415,1,0,0.5069701280227596,113,0.46136926037943365,94,0.4273803119956966,111,0.68,3,3,1
9,132,510,0,1,0.6435277382645803,103,0.49931262029144896,125,0.633674018289403,102,0.525,5,3,1
20,112,415,0,0,0.4847795163584638,103,0.5504536706076436,71,0.6323292092522862,100,0.58,4,1,0
3,86,415,0,1,0.20170697012802277,163,0.45834478966180914,121,0.5962883270575579,105,0.555,5,3,0
1,41,510,0,1,0.5530583214793742,63,0.7008523508386033,110,0.36847767616998384,115,0.86,9,2,0
29,44,415,0,0,0.6836415362731153,146,0.45257080010998074,83,0.5849919311457773,106,0.53,2,1,0
33,78,408,0,0,0.21337126600284495,116,0.6838053340665383,87,0.4109736417428725,83,0.47500000000000003,6,3,0
14,149,408,0,0,0.19658605974395446,117,0.37475941710200716,100,0.4263044647660032,53,0.315,3,1,0
49,72,510,0,1,0.2748221906116643,59,0.867198240307946,98,0.37681549220010757,117,0.31000000000000005,4,4,1
22,139,415,0,1,0.6105263157894737,101,0.6464118779213638,132,0.37547068316299087,132,0.7400000000000001,12,0,0
2,74,510,0,0,0.42247510668563304,111,0.4028045092108881,42,0.7154384077461,83,0.49500000000000005,6,3,0
44,50,510,0,0,0.7342816500711239,106,0.44377233984052794,106,0.5430338891877353,110,0.585,5,1,0
10,141,510,0,1,0.4258890469416785,112,0.44679681055815235,118,0.5301237224314148,115,0.38,2,3,0
3,140,408,0,0,0.4261735419630157,134,0.45202089634313997,98,0.7302313071543841,124,0.405,2,1,0
13,99,408,0,0,0.5416785206258891,102,0.43469892768765467,107,0.6678321678321678,92,0.5599999999999999,4,2,0
11,166,408,0,0,0.5160739687055477,108,0.6978278801209788,54,0.23964497041420119,94,0.58,6,1,0
33,124,408,0,0,0.4298719772403983,123,0.5152598295298323,104,0.6245293168370092,93,0.265,3,1,0
20,74,415,0,0,0.4429587482219061,116,0.47759142150123723,63,0.629908552985476,97,0.405,4,0,0
10,117,510,0,0,0.4264580369843528,95,0.7041517734396481,110,0.5096826250672405,92,0.665,13,2,0
10,85,510,0,0,0.6324324324324325,132,0.6365136101182293,101,0.5387305002689619,75,0.55,2,3,0
44,36,415,0,1,0.42503556187766717,111,0.3623865823480891,113,0.2945131791285637,87,0.335,2,0,0
19,102,510,1,0,0.665149359886202,103,0.6092933736596096,131,0.33270575578267886,106,0.6400000000000001,3,0,0
15,76,415,0,0,0.5809388335704125,100,0.8045092108880947,139,0.5946745562130178,105,0.525,2,0,0
46,165,510,0,0,0.6910384068278805,126,0.5768490514160022,65,0.5519096288327058,126,0.0,0,1,0
12,130,415,0,0,0.42788051209103845,119,0.6337640912840253,99,0.4386767079074772,76,0.6150000000000001,4,1,0
15,78,415,0,0,0.5943100995732575,119,0.6939785537530933,132,0.691231845077999,120,0.6400000000000001,7,0,0
1,55,415,1,0,0.545945945945946,91,0.7041517734396481,110,0.48547606239913926,101,0.7150000000000001,6,1,1
21,92,415,1,0,0.37183499288762445,113,0.7165246081935662,122,0.5944055944055944,98,0.47000000000000003,2,2,1
39,129,415,0,1,0.3402560455192034,104,0.7662908990926588,88,0.6460462614308767,175,0.29500000000000004,2,2,0
20,18,408,0,0,0.7783783783783785,93,0.31509485839978,116,0.6116191500806886,120,0.41,4,1,0
9,161,415,1,0,0.4440967283072546,114,0.49573824580698383,63,0.4206562668101129,115,0.555,9,2,0
4,93,415,0,1,0.5083926031294452,134,0.49106406378883694,102,0.2786444324905863,82,0.4,4,2,0
1,144,415,0,0,0.5049786628733998,93,0.7902117129502336,75,0.4230769230769231,118,0.5950000000000001,3,2,0
21,75,408,1,0,0.6011379800853486,61,0.2903491888919439,119,0.4107046799354492,63,0.485,4,4,1
49,95,415,0,0,0.4984352773826458,91,0.6719824030794611,109,0.1414739107046799,95,0.375,2,1,0
41,126,415,0,1,0.32517780938833574,102,0.5232334341490239,103,0.5841850457235073,111,0.63,7,3,0
9,124,415,0,1,0.7152204836415363,104,0.6189166895793236,89,0.6151156535771921,121,0.375,5,1,0
22,93,415,1,0,0.6170697012802276,61,0.5702502062139125,120,0.5338891877353416,110,0.875,5,1,1
22,109,415,1,1,0.6179231863442389,138,0.40005499037668407,111,0.6925766541151156,76,0.4650000000000001,3,0,0
32,80,510,0,0,0.5869132290184922,97,0.4259004674182018,98,0.6465841850457236,82,0.6200000000000001,12,0,0
0,41,415,0,0,0.45320056899004274,66,0.34616442122628543,75,0.6420118343195266,76,0.555,5,1,0
35,136,415,0,1,0.40711237553342816,88,0.6505361561726698,65,0.5502958579881657,120,0.5700000000000001,5,2,0
24,92,415,0,0,0.438122332859175,122,0.906791311520484,88,0.7122108660570199,117,0.27999999999999997,2,3,1
16,143,408,0,1,0.5308677098150782,69,0.6103931811932912,116,0.5693921463152233,138,0.58,5,1,0
25,118,415,0,1,0.48591749644381227,114,0.5485290074237008,125,0.39402904787520165,98,0.48,5,5,1
46,193,408,0,1,0.352773826458037,102,0.5578773714599945,81,0.4892415277030661,129,0.6150000000000001,3,1,0
29,73,415,0,0,0.5641536273115221,94,0.7679406103931812,101,0.3308230231307154,87,0.7400000000000001,8,3,0
45,62,408,0,0,0.4916073968705548,101,0.5631014572449822,97,0.5852608929532007,90,0.455,8,2,0
8,30,415,0,1,0.6184921763869132,74,0.5878471267528182,86,0.5486820871436257,104,0.33,3,0,0
1,60,408,1,1,0.7564722617354196,113,0.5933461644212263,94,0.22834857450242063,82,0.7000000000000001,12,0,1
13,148,510,0,1,0.2662873399715505,137,0.532856750068738,72,0.32732651963421194,84,0.875,5,1,0
25,96,510,0,0,0.27937411095305836,100,0.8446521858674731,88,0.42845615922539,120,0.38,1,2,0
36,52,408,0,0,0.6108108108108108,68,0.43607368710475664,138,0.2694997310381926,114,0.47000000000000003,4,2,0
32,87,415,0,0,0.4785206258890469,92,0.617816882045642,100,0.393491124260355,99,0.645,3,1,0
48,41,408,0,0,0.5772403982930299,97,0.4228759967005774,104,0.2428725121032813,92,0.45,3,3,0
49,112,415,0,0,0.7436699857752489,108,0.4248006598845202,102,0.28967186659494354,90,0.58,2,1,0
40,88,510,0,0,0.2085348506401138,86,0.44377233984052794,82,0.5820333512641205,76,0.41,3,4,1
17,122,408,0,1,0.7217638691322902,84,0.63018971679956,109,0.44997310381925765,123,0.45999999999999996,5,7,0
24,61,408,0,0,0.12802275960170698,108,0.4160021996150674,74,0.3488434642280796,94,0.49000000000000005,6,2,0
14,87,510,0,0,0.6580369843527739,105,0.4720923838328292,108,0.11968800430338891,136,0.65,6,1,0
36,176,408,0,0,0.13485064011379802,125,0.46136926037943365,90,0.37627756858526085,107,0.525,8,2,0
22,30,510,0,0,0.6469416785206259,88,0.5017871872422326,100,0.4532006455083378,134,0.625,3,0,0
31,95,415,0,1,0.11635846372688478,126,0.3667858124828155,90,0.6481979558902636,91,0.5950000000000001,7,0,0
13,46,415,0,0,0.355049786628734,133,0.43249931262029145,143,0.4736417428725121,72,0.43,4,2,0
7,100,510,1,0,0.19487908961593173,110,0.9268627990101733,115,0.4895104895104894,99,0.605,9,0,0
34,47,415,0,1,0.46514935988620204,77,0.5584272752268353,102,0.5615922538999463,87,0.39,4,2,0
1,77,415,0,0,0.4637268847795164,112,0.6024195765740995,89,0.5653577192038731,66,0.335,3,2,0
37,98,415,0,1,0.6079658605974395,61,0.6956282650536156,104,0.4962345346960731,73,0.535,5,2,0
36,125,415,0,1,0.5726884779516359,117,0.11602969480340941,78,0.2756858526089295,104,0.27,3,1,0
18,67,510,0,0,0.883072546230441,97,0.18284300247456695,123,0.6005917159763314,99,0.45999999999999996,10,4,0
29,194,408,0,0,0.13769559032716927,101,0.7728897442947484,138,0.5252824098977945,87,0.91,1,1,0
43,128,415,0,1,0.48705547652916076,88,0.40060489414352485,109,0.4669176976869284,93,0.7000000000000001,6,1,0
44,190,415,0,1,0.4736842105263158,93,0.5031619466593347,92,0.26304464766003227,102,0.42500000000000004,3,0,0
37,165,415,0,0,0.6162162162162163,126,0.524608193566126,104,0.541958041958042,123,0.6200000000000001,8,0,0
34,59,408,0,0,0.3066856330014225,113,0.5955457794885894,125,0.5225927918235611,92,0.49500000000000005,3,2,0
1,47,408,0,1,0.40199146514935996,94,0.46191916414627443,108,0.2428725121032813,84,0.39,2,1,0
39,150,415,0,1,0.5971550497866288,77,0.43442397580423425,52,0.31925766541151157,113,0.33,1,0,0
23,152,415,1,1,0.6756756756756757,120,0.6967280725872972,94,0.650887573964497,80,0.71,3,9,1
27,26,415,0,0,0.6671408250355619,109,0.5952708276051691,129,0.45293168370091447,94,0.17500000000000002,6,3,0
20,79,510,0,1,0.29331436699857755,90,0.6681330767115755,135,0.14308768154922002,92,0.61,8,3,0
39,95,510,0,1,0.368421052631579,106,0.6843552378333791,90,0.6584185045723507,115,0.5950000000000001,3,1,0
48,69,510,1,0,0.7960170697012803,90,0.6838053340665383,91,0.3975255513717052,118,0.42000000000000004,10,2,1
46,95,510,1,1,0.38918918918918927,91,0.5521033819081661,61,0.29720279720279713,67,0.515,9,5,1
6,31,415,0,1,0.2847795163584637,54,0.6772064888644488,97,0.6234534696073157,131,0.29500000000000004,3,0,0
36,121,408,0,1,0.6745376955903272,63,0.5653010723123453,117,0.466648735879505,85,0.505,5,4,0
0,111,415,0,0,0.4916073968705548,58,0.503436898542755,108,0.36471221086605704,104,0.395,3,4,1
34,157,415,0,0,0.6386913229018493,111,0.5518284300247457,99,0.25121032813340505,118,0.5750000000000001,2,2,0
10,44,510,0,0,0.8196301564722618,112,0.7093758592246356,92,0.45508337816030126,90,0.51,4,3,1
44,61,510,1,0,0.22247510668563303,103,0.5386307396205664,149,0.22807961269499732,100,0.505,6,2,0
32,65,415,0,0,0.42304409672830723,80,0.7121253780588397,94,0.33969876277568584,107,0.635,6,2,0
29,74,415,0,1,0.5536273115220484,84,0.32966730822106133,103,0.4096288327057558,75,0.655,2,2,0
31,123,408,0,0,0.45376955903271693,77,0.8353038218311796,92,0.5478752017213556,120,0.6000000000000001,4,0,0
43,58,408,0,1,0.5533428165007113,110,0.5875721748693978,89,0.5739644970414202,92,0.47500000000000003,2,1,0
26,74,408,0,0,0.49530583214793744,96,0.690404179268628,94,0.6304464766003228,123,0.41500000000000004,5,2,1
5,125,415,0,0,0.37496443812233293,97,0.3758592246356887,100,0.7665411511565358,119,0.385,6,2,0
46,80,415,0,0,0.4568990042674253,103,0.6516359637063514,109,0.5968262506724046,88,0.535,1,1,0
39,53,408,0,1,0.4176386913229019,107,0.8523508386032445,84,0.4182356105433028,130,0.36000000000000004,7,0,0
50,99,408,0,1,0.5709815078236131,88,0.7264228759967005,116,0.402097902097902,102,0.455,5,1,0
13,99,415,0,0,0.41422475106685636,106,0.2702777014022546,106,0.5583647122108661,83,0.545,5,1,0
6,66,415,0,1,0.6526315789473685,104,0.7077261479241133,84,0.5602474448628295,119,0.4,1,2,0
21,97,510,0,0,0.6002844950213372,76,0.5196590596645587,100,0.2684238838084992,102,0.23500000000000001,4,3,0
3,75,510,0,1,0.3456614509246088,97,0.7462194116029695,110,0.606508875739645,97,0.5650000000000001,5,2,0
20,85,510,1,0,0.6145092460881935,73,0.5174594445971955,117,0.3332436793975255,98,0.18000000000000002,7,2,0
15,108,510,0,0,0.833570412517781,88,0.44157272477316467,101,0.3246369015599785,87,0.5,6,2,0
27,133,408,1,1,0.629018492176387,137,0.7283475391806433,99,0.391877353415815,108,0.77,4,2,1
8,51,510,0,0,0.5163584637268848,108,0.5413802584547704,87,0.4410973641742872,119,0.515,2,1,0
23,186,415,0,1,0.21137980085348507,107,0.48748968930437175,116,0.7345346960731577,90,0.7250000000000001,3,2,0
48,44,415,1,0,0.17724039829302987,92,0.756117679406104,82,0.3106508875739645,108,0.54,3,1,0
9,64,408,0,1,0.6503556187766715,88,0.6832554302996976,109,0.3870360408821947,124,0.45,1,3,0
49,44,510,0,0,0.6489331436699858,121,0.76024195765741,79,0.6901559978483056,77,0.49500000000000005,5,2,1
41,114,415,0,1,0.8816500711237553,90,0.5507286224910641,89,0.43114577729962344,105,0.71,2,1,0
9,92,415,0,0,0.5743954480796587,74,0.6235908715974705,119,0.5225927918235611,80,0.685,6,3,0
37,110,408,0,0,0.4261735419630157,112,0.4949133901567226,93,0.31414739107046796,119,0.585,4,2,0
5,90,408,0,1,0.5229018492176387,76,0.631564476216662,95,0.32517482517482516,124,0.385,3,1,0
6,72,408,0,1,0.5311522048364153,108,0.9210888094583448,86,0.4410973641742872,119,0.8250000000000001,4,1,0
15,113,415,0,0,0.5957325746799431,151,0.9549078911190542,113,0.5992469069392147,116,0.37000000000000005,2,1,1
38,171,415,0,1,0.6349928876244666,77,0.5037118504261754,118,0.3431952662721894,90,0.51,3,3,0
32,104,415,0,0,0.46714082503556187,109,0.42727522683530383,90,0.391877353415815,117,0.535,8,1,0
21,165,408,0,0,0.42816500711237554,75,0.5309320868847951,93,0.7756858526089296,93,0.515,2,1,0
41,104,510,0,0,0.6662873399715505,128,0.8058839703051967,92,0.43222162452931684,79,0.49000000000000005,6,0,1
2,110,408,0,0,0.157325746799431,102,0.4528457519934011,124,0.47740720817643895,108,0.51,5,1,0
43,90,408,1,0,0.6310099573257468,97,0.5603519384107781,134,0.5180204410973642,154,0.42000000000000004,4,1,0
30,114,415,0,0,0.48250355618776675,85,0.16194665933461644,86,0.41984938138784295,124,0.37000000000000005,8,1,0
36,101,408,0,0,0.25519203413940256,118,0.7151498487764641,79,0.39510489510489505,93,0.675,11,5,1
48,117,408,0,1,0.22816500711237556,81,0.6021446246906791,103,0.2673480365788058,102,0.43,2,1,0
1,109,408,0,0,0.6227596017069702,105,0.8245806983777838,87,0.3641742872512103,110,0.5650000000000001,4,2,0
38,82,408,0,0,0.35761024182076817,96,0.5708001099807534,137,0.43006993006993005,103,0.645,2,1,0
36,92,510,0,0,0.5015647226173543,85,0.25680505911465495,125,0.49488972565895634,107,0.48,1,2,0
21,82,510,0,1,0.5894736842105263,111,0.69865273577124,137,0.39295320064550837,92,0.47500000000000003,5,2,0
49,90,415,0,0,0.5852062588904694,138,0.4451470992576299,83,0.6629908552985476,104,0.625,6,2,0
11,87,408,0,1,0.4307254623044097,95,0.4190266703326918,97,0.6102743410435718,109,0.0,0,1,0
23,124,510,0,0,0.44807965860597443,70,0.35936211163046466,79,0.45777299623453466,98,0.48,4,3,0
34,39,408,0,0,0.4563300142247511,68,0.28210063238933186,103,0.5704679935449167,106,0.455,5,2,0
3,84,415,0,0,0.4523470839260313,80,0.461644212262854,128,0.38838084991931143,101,0.6150000000000001,5,1,0
35,75,510,0,1,0.6091038406827881,62,0.5523783337915865,111,0.6013986013986015,126,0.45999999999999996,6,0,0
22,102,510,0,0,0.2918918918918919,89,0.6763816332141875,77,0.39618074233458844,140,0.455,4,2,0
19,62,415,1,0,0.4543385490753912,86,0.5430299697552928,76,0.26465841850457233,105,0.6950000000000001,6,0,1
49,143,510,0,0,0.5769559032716928,109,0.4558702227110256,104,0.3246369015599785,71,0.22999999999999998,4,1,0
22,53,415,0,0,0.1635846372688478,95,0.7299972504811658,131,0.5946745562130178,128,0.58,6,3,0
32,30,415,0,0,0.48335704125177814,144,0.619191641462744,118,0.39402904787520165,93,0.5700000000000001,7,1,0
24,112,415,0,0,0.9544807965860598,77,0.5842727522683531,109,0.6503496503496504,132,0.635,8,2,1
39,129,415,0,0,0.39687055476529165,119,0.7954357987352214,105,0.2856374394835933,97,0.655,8,0,0
27,63,415,0,1,0.4048364153627312,107,0.3263678856200165,56,0.5833781603012372,91,0.33,8,1,0
50,28,415,0,0,0.5342816500711238,94,0.6835303821831179,86,0.49919311457773,124,0.53,5,0,0
50,111,415,0,0,0.4159317211948791,55,0.7189991751443497,83,0.3765465303926842,116,0.435,3,3,0
38,91,510,0,0,0.6594594594594595,120,0.41407753643112455,106,0.6616460462614309,129,0.58,7,3,0
17,90,415,0,0,0.5510668563300142,83,0.42397580423425896,79,0.741796664873588,60,0.635,3,1,0
37,151,510,0,0,0.44495021337126606,108,0.6417376959032169,118,0.4639591178052716,141,0.385,6,4,0
33,105,415,1,1,0.6278805120910385,82,0.5985702502062139,110,0.44997310381925765,100,0.66,6,1,1
7,41,408,0,1,0.6822190611664296,110,0.6101182293098708,115,0.4462076385153308,100,0.365,1,2,0
44,48,510,0,1,0.4893314366998578,111,0.5504536706076436,64,0.564550833781603,96,0.4,5,1,0
47,166,408,1,1,0.3647226173541963,138,0.7547429199890019,113,0.7415277030661646,130,0.44000000000000006,7,2,0
9,79,510,0,0,0.3704125177809388,119,0.7998350288699477,121,0.4615384615384615,140,0.7000000000000001,6,3,0
45,153,510,0,0,0.5559032716927454,107,0.4250756117679406,96,0.32167832167832167,97,0.58,6,1,0
16,110,415,1,0,0.8344238975817924,79,0.5182843002474566,90,0.6554599246906939,91,0.7250000000000001,4,0,1
16,163,415,0,0,0.5442389758179232,89,0.5331317019521584,87,0.6594943518020441,121,0.6400000000000001,4,1,0
7,126,510,0,0,0.348221906116643,88,0.3953808083585373,111,0.3598708983324368,106,0.5750000000000001,3,1,0
21,105,408,0,1,0.5963015647226174,68,0.4039043167445697,140,0.26304464766003227,131,0.53,3,2,0
18,172,415,0,0,0.6136557610241821,140,0.40225460544404734,84,0.6492738031199571,83,0.355,1,3,0
7,126,415,0,0,0.4591749644381224,110,0.6065438548254055,125,0.6078536847767617,78,0.255,2,0,0
43,97,510,0,0,0.41024182076813653,91,0.62331591971405,137,0.32651963421194186,72,0.6900000000000001,4,3,0
31,95,408,1,1,0.6264580369843528,109,0.5094858399780039,99,0.4892415277030661,82,0.205,2,0,1
8,87,510,0,0,0.7288762446657183,105,0.4418476766565851,102,0.6083916083916084,80,0.37000000000000005,2,4,0
46,97,415,0,0,0.3206258890469417,119,0.5985702502062139,109,0.3466917697686928,76,0.325,5,1,0
10,76,415,0,0,0.8520625889046942,125,0.62331591971405,92,0.5043033889187736,134,0.685,4,0,1
43,140,408,0,0,0.5541963015647227,107,0.46989276876546604,99,0.5430338891877353,93,0.6950000000000001,4,0,0
26,169,415,0,0,0.2867709815078236,112,0.6323893318669233,69,0.4583109198493814,95,0.47500000000000003,2,0,0
28,68,408,0,1,0.23470839260312945,97,0.7970855100357437,94,0.4217321140398063,114,0.24,4,3,0
31,122,415,0,1,0.4165007112375534,104,0.2466318394281001,103,0.5293168370091448,91,0.78,4,2,0
24,36,408,0,0,0.5061166429587483,129,0.6175419301622216,87,0.7614308768154923,102,0.54,6,2,0
5,120,510,0,1,0.4366998577524894,84,0.5334066538355787,73,0.627487896718666,94,0.51,7,5,0
16,121,408,0,0,0.4287339971550498,105,0.542480065988452,133,0.3921463152232383,116,0.45999999999999996,15,1,0
27,64,408,0,1,0.512375533428165,106,0.3505636513610118,92,0.576116191500807,118,0.375,3,0,0
26,13,415,0,1,0.7547652916073969,94,0.40582897992851247,95,0.6350188273265197,117,0.645,1,1,0
8,106,415,0,0,0.3658605974395448,83,0.36843552378333794,114,0.5040344271113502,113,0.5700000000000001,2,0,0
28,88,415,0,0,0.4594594594594595,92,0.47704151773439646,108,0.49220010758472293,95,0.395,4,2,0
45,74,408,0,0,0.47027027027027035,120,0.5457794885894969,106,0.4983862291554599,102,0.49000000000000005,3,1,0
14,83,415,0,0,0.5547652916073968,92,0.578773714599945,83,0.4233458848843464,92,0.55,13,0,0
36,49,415,0,0,0.6082503556187767,79,0.7288974429474843,93,0.5825712748789672,128,0.78,7,0,0
5,111,510,0,1,0.5846372688477952,114,0.6029694803409403,99,0.5182894029047875,95,0.7000000000000001,4,1,0
26,50,415,0,1,0.7194879089615932,112,0.48913940060489414,99,0.36363636363636365,146,0.42500000000000004,4,3,0
49,153,408,0,1,0.6702702702702703,74,0.6266153423150949,37,0.39564281871974183,103,0.77,9,0,0
21,88,415,0,0,0.5462304409672831,91,0.3508386032444322,127,0.35610543302850994,125,0.375,5,1,0
48,131,415,0,1,0.19658605974395446,122,0.2785262579048666,136,0.21947283485745023,94,0.455,4,0,0
24,79,408,0,0,0.7445234708392603,97,0.5790486664833654,48,0.6280258203335126,83,0.30000000000000004,3,3,1
34,140,415,0,0,0.6699857752489332,81,0.7071762441572724,130,0.21490048413125334,111,0.5750000000000001,4,2,0
6,105,408,0,0,0.6071123755334282,100,0.5633764091284026,52,0.4209252286175363,93,0.47500000000000003,6,1,0
2,54,415,0,1,0.588620199146515,143,0.351388507011273,72,0.4733727810650887,120,0.45999999999999996,1,3,0
50,87,415,0,1,0.75049786628734,65,0.2843002474566951,115,0.49731038192576654,109,0.42500000000000004,3,3,0
4,96,510,0,1,0.5217638691322902,126,0.5375309320868848,106,0.4220010758472297,93,0.525,5,1,0
4,79,510,0,0,0.4483641536273115,85,0.5336816057189991,92,0.5602474448628295,86,0.47000000000000003,10,5,1
23,55,415,0,0,0.4995732574679943,147,0.44487214737420955,118,0.7162452931683702,55,0.4650000000000001,4,0,0
0,130,415,0,0,0.689900426742532,101,0.28265053615617264,114,0.32060247444862827,89,0.4650000000000001,2,2,0
45,34,415,0,0,0.4295874822190612,102,0.3612867748144075,101,0.4394835933297471,86,0.49500000000000005,7,0,0
5,139,415,0,0,0.3928876244665718,103,0.4522958482265603,100,0.30043033889187737,63,0.41500000000000004,2,1,0
26,109,408,0,0,0.7530583214793741,69,0.8386032444322243,120,0.4685314685314685,86,0.47500000000000003,9,1,1
41,65,408,0,1,0.8031294452347084,70,0.41792686279901015,89,0.5441097364174288,93,0.6000000000000001,4,1,0
29,63,415,0,0,0.6008534850640114,80,0.6535606268902941,93,0.6347498655190963,58,0.6150000000000001,2,0,0
46,152,415,0,0,0.5607396870554765,126,0.3577124003299422,76,0.14766003227541688,100,0.37000000000000005,4,3,0
28,147,408,0,0,0.584068278805121,95,0.45834478966180914,128,0.584722969338354,84,0.39,4,1,0
10,112,415,0,1,0.5172119487908963,110,0.6271652460819357,123,0.6441635287789134,141,0.45999999999999996,4,2,0
37,120,415,0,0,0.716927453769559,120,0.41297772889744294,106,0.34588488434642284,96,0.48,1,2,0
26,27,510,0,0,0.5513513513513514,102,0.32691778938685734,104,0.3031199569661108,124,0.45999999999999996,3,0,0
50,171,415,0,0,0.6577524893314367,135,0.5188342040142975,74,0.4940828402366864,124,0.6150000000000001,1,1,0
10,101,415,0,1,0.5692745376955903,108,0.5193841077811383,122,0.4892415277030661,90,0.775,4,0,0
49,32,408,0,1,0.7587482219061167,109,0.6387132251855926,107,0.5099515868746639,98,0.8150000000000001,4,1,0
6,3,415,0,1,0.3359886201991465,117,0.6090184217761891,125,0.21705217859064013,89,0.5950000000000001,6,2,0
14,151,408,0,0,0.49871977240398296,106,0.3967555677756393,87,0.36847767616998384,88,0.5900000000000001,5,0,0
5,60,408,0,0,0.3559032716927454,99,0.6840802859499588,62,0.5059171597633136,79,0.5599999999999999,3,3,0
8,119,415,0,0,0.5029871977240399,90,0.617816882045642,81,0.48789671866594936,77,0.375,15,1,0
18,43,415,0,0,0.6881934566145093,101,0.3557877371459995,121,0.6498117267348037,104,0.29500000000000004,3,1,0
19,42,408,0,0,0.6862019914651494,134,0.32031894418476764,114,0.3469607315761161,91,0.53,4,0,0
15,84,408,0,0,0.6176386913229018,99,0.6488864448721474,68,0.25578267885960193,120,0.47000000000000003,4,1,0
34,65,510,0,0,0.5559032716927454,110,0.49821281275776735,109,0.41769768692845616,105,0.44500000000000006,4,0,0
43,75,415,1,0,0.6327169274537696,78,0.8990926587847127,111,0.4970414201183431,104,0.435,9,1,1
16,116,510,0,0,0.539118065433855,90,0.5218586747319219,118,0.4911242603550296,83,0.655,2,1,0
49,107,415,0,0,0.3502133712660028,100,0.43552378333791586,82,0.6264120494889727,82,0.4650000000000001,5,0,0
29,189,415,0,1,0.730298719772404,98,0.41380258454770413,120,0.2684238838084992,87,0.5700000000000001,3,3,0
28,123,408,0,0,0.45263157894736844,94,0.6642837503436898,119,0.48197955890263583,120,0.325,1,1,0
0,110,408,0,0,0.2847795163584637,90,0.6414627440197965,93,0.48735879505110274,57,0.555,8,3,0
5,63,415,0,1,0.08790896159317212,113,0.5141600219961506,113,0.5583647122108661,101,0.43,7,1,0
21,176,415,0,0,0.6349928876244666,76,0.5894968380533406,131,0.3528778913394298,80,0.505,2,3,0
40,108,510,0,0,0.5331436699857753,101,0.5496288149573825,126,0.5188273265196343,107,0.63,8,1,0
23,13,510,0,1,0.8978662873399716,105,0.5743744844652185,71,0.6371705217859065,123,0.605,3,3,0
5,71,415,0,0,0.7894736842105263,104,0.3623865823480891,121,0.2789133942980097,101,0.41,2,1,0
16,88,415,0,0,0.5399715504978664,111,0.542480065988452,101,0.5683162990855298,111,0.7450000000000001,3,2,0
25,137,510,0,0,0.41877667140825037,119,0.530107231234534,91,0.402097902097902,105,0.51,4,1,0
29,82,408,0,0,0.5285917496443813,36,0.76024195765741,134,0.4542764927380311,104,0.28500000000000003,7,4,0
31,92,510,0,1,0.4421052631578948,110,0.5182843002474566,104,0.6231845077998924,118,0.4,4,3,0
48,165,510,0,0,0.4386913229018492,91,0.7385207588671983,108,0.44540075309306076,99,0.545,4,6,0
26,96,415,0,0,0.2776671408250356,98,0.29007423700852353,118,0.5298547606239914,105,0.58,9,1,0
2,156,415,0,0,0.5086770981507824,94,0.49051416002199616,97,0.39268423883808495,77,0.375,3,1,0
47,63,408,0,0,0.4247510668563301,104,0.7522683530382184,75,0.4932759548144163,72,0.455,4,0,0
30,37,415,0,0,0.5860597439544808,89,0.5114105031619467,88,0.763582571274879,86,0.42000000000000004,11,0,0
12,98,415,0,0,0.6167852062588906,86,0.524608193566126,114,0.4419042495965572,79,0.55,9,0,0
49,121,415,0,0,0.2938833570412518,110,0.35496288149573824,82,0.3870360408821947,113,0.535,3,0,0
39,94,415,0,0,0.3965860597439545,95,0.43744844652185866,92,0.28240989779451314,129,0.385,3,0,0
16,99,415,0,0,0.543954480796586,110,0.45064613692603794,102,0.5927918235610543,114,0.7050000000000001,3,1,0
26,163,510,0,1,0.45519203413940257,104,0.5207588671982403,64,0.5559440559440559,118,0.52,7,1,0
24,161,510,0,0,0.6307254623044096,95,0.5306571350013748,82,0.459655728886498,113,0.325,4,3,0
11,99,415,0,0,0.17894736842105263,81,0.6351388507011273,64,0.391877353415815,121,0.42500000000000004,5,1,0
5,108,415,0,0,0.613371266002845,78,0.536981028320044,119,0.46046261430876817,65,0.18000000000000002,5,1,0
6,84,510,0,1,0.47027027027027035,97,0.6145174594445972,118,0.6390532544378699,72,0.38,7,3,0
13,83,415,1,1,0.2694167852062589,111,0.42452570800109984,98,0.4766003227541689,109,0.53,6,2,0
